frame,tiempo,id_objeto,tipo,equipo,x,y,area,intervencion_humana
1579,63.16,2,robot,Equipo A,29.42,67.78,20317,no
1579,63.16,3,robot,Equipo B,154.13,67.54,7187,no
1579,63.16,4,robot,Equipo B,162.2,68.29,0,no
1579,63.16,0,balon,balon,97.43,70.76,0,no
1580,63.2,1,robot,Equipo A,22.49,67.7,0,no
1580,63.2,2,robot,Equipo A,29.54,67.67,21288,no
1580,63.2,3,robot,Equipo B,154.13,67.48,7050,no
1580,63.2,4,robot,Equipo B,162.2,68.29,0,no
1580,63.2,0,balon,balon,97.43,70.76,0,no
1581,63.24,1,robot,Equipo A,22.49,67.7,0,no
1581,63.24,2,robot,Equipo A,29.7,67.54,21562,no
1581,63.24,3,robot,Equipo B,154.13,67.4,7050,no
1581,63.24,4,robot,Equipo B,162.2,68.29,0,no
1581,63.24,0,balon,balon,97.43,70.76,0,no
1582,63.28,1,robot,Equipo A,22.49,67.7,0,no
1582,63.28,2,robot,Equipo A,29.82,67.45,20090,no
1582,63.28,3,robot,Equipo B,154.13,67.31,7050,no
1582,63.28,4,robot,Equipo B,162.2,68.29,0,no
1582,63.28,0,balon,balon,97.43,70.76,0,no
1583,63.32,1,robot,Equipo A,22.49,67.7,0,no
1583,63.32,2,robot,Equipo A,29.98,67.34,20153,no
1583,63.32,3,robot,Equipo B,154.13,67.2,7050,no
1583,63.32,4,robot,Equipo B,162.2,68.29,0,no
1583,63.32,0,balon,balon,97.43,70.76,0,no
1584,63.36,1,robot,Equipo A,22.49,67.7,0,no
1584,63.36,2,robot,Equipo A,30.17,67.23,20205,no
1584,63.36,3,robot,Equipo B,154.13,67.08,7050,no
1584,63.36,4,robot,Equipo B,162.2,68.29,0,no
1584,63.36,0,balon,balon,97.43,70.76,0,no
1585,63.4,1,robot,Equipo A,18.21,69.52,5458,no
1585,63.4,2,robot,Equipo A,30.1,67.25,21280,no
1585,63.4,3,robot,Equipo B,154.13,67.14,7035,no
1585,63.4,4,robot,Equipo B,162.2,68.29,0,no
1585,63.4,0,balon,balon,97.43,70.76,0,no
1586,63.44,1,robot,Equipo A,14.9,70.81,4738,no
1586,63.44,2,robot,Equipo A,29.98,67.3,21021,no
1586,63.44,3,robot,Equipo B,154.13,67.22,7035,no
1586,63.44,4,robot,Equipo B,162.2,68.29,0,no
1586,63.44,0,balon,balon,129.83,72.59,450,no
1587,63.48,1,robot,Equipo A,12.31,71.7,4113,no
1587,63.48,2,robot,Equipo A,29.85,67.34,20724,no
1587,63.48,3,robot,Equipo B,154.13,67.31,7035,no
1587,63.48,4,robot,Equipo B,162.2,68.29,0,no
1587,63.48,0,balon,balon,129.83,72.59,0,no
1588,63.52,1,robot,Equipo A,10.26,72.3,3556,no
1588,63.52,2,robot,Equipo A,29.68,67.41,20461,no
1588,63.52,3,robot,Equipo B,154.13,67.42,7035,no
1588,63.52,4,robot,Equipo B,163.69,69.81,1653,no
1588,63.52,0,balon,balon,129.83,72.59,0,no
1589,63.56,1,robot,Equipo A,8.58,72.64,3009,no
1589,63.56,2,robot,Equipo A,29.49,67.45,20094,no
1589,63.56,3,robot,Equipo B,154.13,67.54,7035,no
1589,63.56,4,robot,Equipo B,164.66,70.89,2198,no
1589,63.56,0,balon,balon,129.83,72.59,0,no
1590,63.6,1,robot,Equipo A,8.58,72.64,0,no
1590,63.6,2,robot,Equipo A,29.62,67.31,21102,no
1590,63.6,3,robot,Equipo B,154.13,67.48,7079,no
1590,63.6,4,robot,Equipo B,164.66,70.89,0,no
1590,63.6,0,balon,balon,129.83,72.59,0,no
1591,63.64,1,robot,Equipo A,8.58,72.64,0,no
1591,63.64,2,robot,Equipo A,29.76,67.09,21392,no
1591,63.64,3,robot,Equipo B,154.13,67.44,7079,no
1591,63.64,4,robot,Equipo B,164.66,70.89,0,no
1591,63.64,0,balon,balon,129.83,72.59,0,no
1592,63.68,1,robot,Equipo A,8.58,72.64,0,no
1592,63.68,2,robot,Equipo A,29.87,66.79,21645,no
1592,63.68,3,robot,Equipo B,154.13,67.41,7079,no
1592,63.68,4,robot,Equipo B,164.66,70.89,0,no
1592,63.68,0,balon,balon,129.83,72.59,0,no
1593,63.72,1,robot,Equipo A,8.58,72.64,0,no
1593,63.72,2,robot,Equipo A,29.98,66.38,19514,no
1593,63.72,3,robot,Equipo B,154.13,67.38,7079,no
1593,63.72,4,robot,Equipo B,164.66,70.89,0,no
1593,63.72,0,balon,balon,129.83,72.59,0,no
1594,63.76,1,robot,Equipo A,8.58,72.64,0,no
1594,63.76,2,robot,Equipo A,30.06,65.78,19711,no
1594,63.76,3,robot,Equipo B,154.13,67.36,7079,no
1594,63.76,4,robot,Equipo B,164.66,70.89,0,no
1594,63.76,0,balon,balon,129.83,72.59,0,no
1595,63.8,1,robot,Equipo A,8.58,72.64,0,no
1595,63.8,2,robot,Equipo A,28.04,63.16,8583,no
1595,63.8,3,robot,Equipo B,154.13,67.35,7193,no
1595,63.8,4,robot,Equipo B,164.66,70.89,0,no
1595,63.8,0,balon,balon,129.83,72.59,0,no
1596,63.84,1,robot,Equipo A,8.58,72.64,0,no
1596,63.84,2,robot,Equipo A,26.41,60.59,8622,no
1596,63.84,3,robot,Equipo B,154.13,67.34,7193,no
1596,63.84,4,robot,Equipo B,164.66,70.89,0,no
1596,63.84,0,balon,balon,129.83,72.59,0,no
1597,63.88,1,robot,Equipo A,8.58,72.64,0,no
1597,63.88,2,robot,Equipo A,25.09,58.05,8755,no
1597,63.88,3,robot,Equipo B,154.13,67.33,7193,no
1597,63.88,4,robot,Equipo B,164.66,70.89,0,no
1597,63.88,0,balon,balon,129.83,72.59,0,no
1598,63.92,1,robot,Equipo A,8.58,72.64,0,no
1598,63.92,2,robot,Equipo A,23.95,55.63,8635,no
1598,63.92,3,robot,Equipo B,154.13,67.33,7193,no
1598,63.92,4,robot,Equipo B,164.66,70.89,0,no
1598,63.92,0,balon,balon,129.83,72.59,0,no
1599,63.96,1,robot,Equipo A,8.58,72.64,0,no
1599,63.96,2,robot,Equipo A,23.06,53.32,8751,no
1599,63.96,3,robot,Equipo B,154.13,67.32,7193,no
1599,63.96,4,robot,Equipo B,164.66,70.89,0,no
1599,63.96,0,balon,balon,129.83,72.59,0,no
1600,64.0,1,robot,Equipo A,8.58,72.64,0,no
1600,64.0,2,robot,Equipo A,22.18,50.13,12983,no
1600,64.0,3,robot,Equipo B,154.13,67.32,7061,no
1600,64.0,4,robot,Equipo B,164.66,70.89,0,no
1600,64.0,0,balon,balon,129.83,72.59,0,no
1601,64.04,1,robot,Equipo A,8.58,72.64,0,no
1601,64.04,2,robot,Equipo A,21.7,47.68,11543,no
1601,64.04,3,robot,Equipo B,154.13,67.32,7061,no
1601,64.04,4,robot,Equipo B,164.66,70.89,0,no
1601,64.04,0,balon,balon,129.83,72.59,0,no
1602,64.08,1,robot,Equipo A,8.58,72.64,0,no
1602,64.08,2,robot,Equipo A,21.59,45.83,9232,no
1602,64.08,3,robot,Equipo B,154.13,67.32,7061,no
1602,64.08,4,robot,Equipo B,164.66,70.89,0,no
1602,64.08,0,balon,balon,129.83,72.59,0,no
1603,64.12,1,robot,Equipo A,8.58,72.64,0,no
1603,64.12,2,robot,Equipo A,21.79,44.02,9489,no
1603,64.12,3,robot,Equipo B,154.13,67.31,7061,no
1603,64.12,4,robot,Equipo B,164.66,70.89,0,no
1603,64.12,0,balon,balon,129.83,72.59,0,no
1604,64.16,1,robot,Equipo A,8.58,72.64,0,no
1604,64.16,2,robot,Equipo A,22.19,42.33,10714,no
1604,64.16,3,robot,Equipo B,154.13,67.31,7061,no
1604,64.16,4,robot,Equipo B,164.66,70.89,0,no
1604,64.16,0,balon,balon,129.83,72.59,0,no
1605,64.2,1,robot,Equipo A,8.58,72.64,0,no
1605,64.2,2,robot,Equipo A,22.2,39.87,8769,no
1605,64.2,3,robot,Equipo B,154.17,67.31,6982,no
1605,64.2,4,robot,Equipo B,164.66,70.89,0,no
1605,64.2,0,balon,balon,129.83,72.59,0,no
1606,64.24,1,robot,Equipo A,8.58,72.64,0,no
1606,64.24,2,robot,Equipo A,22.24,37.31,8864,no
1606,64.24,3,robot,Equipo B,154.2,67.31,6982,no
1606,64.24,4,robot,Equipo B,164.66,70.89,0,no
1606,64.24,0,balon,balon,129.83,72.59,0,no
1607,64.28,1,robot,Equipo A,8.58,72.64,0,no
1607,64.28,2,robot,Equipo A,22.31,34.77,9142,no
1607,64.28,3,robot,Equipo B,154.22,67.31,6982,no
1607,64.28,4,robot,Equipo B,164.66,70.89,0,no
1607,64.28,0,balon,balon,129.83,72.59,0,no
1608,64.32,1,robot,Equipo A,8.58,72.64,0,no
1608,64.32,2,robot,Equipo A,22.36,32.36,9490,no
1608,64.32,3,robot,Equipo B,154.23,67.31,6982,no
1608,64.32,4,robot,Equipo B,164.66,70.89,0,no
1608,64.32,0,balon,balon,129.83,72.59,0,no
1609,64.36,1,robot,Equipo A,8.58,72.64,0,no
1609,64.36,2,robot,Equipo A,22.37,30.12,9775,no
1609,64.36,3,robot,Equipo B,154.24,67.31,6982,no
1609,64.36,4,robot,Equipo B,164.66,70.89,0,no
1609,64.36,0,balon,balon,129.83,72.59,0,no
1610,64.4,1,robot,Equipo A,8.58,72.64,0,no
1610,64.4,2,robot,Equipo A,22.34,28.08,10142,no
1610,64.4,3,robot,Equipo B,154.25,67.35,6953,no
1610,64.4,4,robot,Equipo B,164.66,70.89,0,no
1610,64.4,0,balon,balon,129.83,72.59,0,no
1611,64.44,1,robot,Equipo A,8.58,72.64,0,no
1611,64.44,2,robot,Equipo A,22.24,26.33,10230,no
1611,64.44,3,robot,Equipo B,154.26,67.38,6953,no
1611,64.44,4,robot,Equipo B,164.66,70.89,0,no
1611,64.44,0,balon,balon,129.83,72.59,0,no
1612,64.48,1,robot,Equipo A,8.58,72.64,0,no
1612,64.48,2,robot,Equipo A,22.17,24.98,10543,no
1612,64.48,3,robot,Equipo B,154.26,67.4,6953,no
1612,64.48,4,robot,Equipo B,164.66,70.89,0,no
1612,64.48,0,balon,balon,129.83,72.59,0,no
1613,64.52,1,robot,Equipo A,8.58,72.64,0,no
1613,64.52,2,robot,Equipo A,22.12,23.97,10649,no
1613,64.52,3,robot,Equipo B,154.27,67.41,6953,no
1613,64.52,4,robot,Equipo B,164.66,70.89,0,no
1613,64.52,0,balon,balon,129.83,72.59,0,no
1614,64.56,1,robot,Equipo A,8.58,72.64,0,no
1614,64.56,2,robot,Equipo A,22.11,23.32,10863,no
1614,64.56,3,robot,Equipo B,154.27,67.42,6953,no
1614,64.56,4,robot,Equipo B,164.66,70.89,0,no
1614,64.56,0,balon,balon,129.83,72.59,0,no
1615,64.6,1,robot,Equipo A,8.58,72.64,0,no
1615,64.6,2,robot,Equipo A,22.11,23.05,10704,no
1615,64.6,3,robot,Equipo B,154.24,67.4,7102,no
1615,64.6,4,robot,Equipo B,164.66,70.89,0,no
1615,64.6,0,balon,balon,129.83,72.59,0,no
1616,64.64,1,robot,Equipo A,8.58,72.64,0,no
1616,64.64,2,robot,Equipo A,22.07,23.14,10592,no
1616,64.64,3,robot,Equipo B,154.21,67.37,7102,no
1616,64.64,4,robot,Equipo B,164.66,70.89,0,no
1616,64.64,0,balon,balon,129.83,72.59,0,no
1617,64.68,1,robot,Equipo A,8.58,72.64,0,no
1617,64.68,2,robot,Equipo A,21.94,23.57,10507,no
1617,64.68,3,robot,Equipo B,154.19,67.36,7102,no
1617,64.68,4,robot,Equipo B,164.66,70.89,0,no
1617,64.68,0,balon,balon,129.83,72.59,0,no
1618,64.72,1,robot,Equipo A,8.58,72.64,0,no
1618,64.72,2,robot,Equipo A,21.77,24.32,10505,no
1618,64.72,3,robot,Equipo B,154.17,67.35,7102,no
1618,64.72,4,robot,Equipo B,164.66,70.89,0,no
1618,64.72,0,balon,balon,129.83,72.59,0,no
1619,64.76,1,robot,Equipo A,8.58,72.64,0,no
1619,64.76,2,robot,Equipo A,21.57,25.39,10507,no
1619,64.76,3,robot,Equipo B,154.16,67.34,7102,no
1619,64.76,4,robot,Equipo B,164.66,70.89,0,no
1619,64.76,0,balon,balon,129.83,72.59,0,no
1620,64.8,1,robot,Equipo A,8.58,72.64,0,no
1620,64.8,2,robot,Equipo A,21.34,26.77,10557,no
1620,64.8,3,robot,Equipo B,154.16,67.33,7071,no
1620,64.8,4,robot,Equipo B,164.66,70.89,0,no
1620,64.8,0,balon,balon,129.83,72.59,0,no
1621,64.84,1,robot,Equipo A,8.58,72.64,0,no
1621,64.84,2,robot,Equipo A,21.14,28.35,10399,no
1621,64.84,3,robot,Equipo B,154.15,67.33,7071,no
1621,64.84,4,robot,Equipo B,164.66,70.89,0,no
1621,64.84,0,balon,balon,129.83,72.59,0,no
1622,64.88,1,robot,Equipo A,8.58,72.64,0,no
1622,64.88,2,robot,Equipo A,20.99,30.11,10554,no
1622,64.88,3,robot,Equipo B,154.14,67.32,7071,no
1622,64.88,4,robot,Equipo B,164.66,70.89,0,no
1622,64.88,0,balon,balon,129.83,72.59,0,no
1623,64.92,1,robot,Equipo A,8.58,72.64,0,no
1623,64.92,2,robot,Equipo A,20.91,32.01,10573,no
1623,64.92,3,robot,Equipo B,154.14,67.32,7071,no
1623,64.92,4,robot,Equipo B,164.66,70.89,0,no
1623,64.92,0,balon,balon,129.83,72.59,0,no
1624,64.96,1,robot,Equipo A,8.58,72.64,0,no
1624,64.96,2,robot,Equipo A,20.96,33.97,10505,no
1624,64.96,3,robot,Equipo B,154.14,67.32,7071,no
1624,64.96,4,robot,Equipo B,164.66,70.89,0,no
1624,64.96,0,balon,balon,129.83,72.59,0,no
1625,65.0,1,robot,Equipo A,8.58,72.64,0,no
1625,65.0,2,robot,Equipo A,21.07,35.99,10397,no
1625,65.0,3,robot,Equipo B,154.14,67.31,7097,no
1625,65.0,4,robot,Equipo B,164.66,70.89,0,no
1625,65.0,0,balon,balon,129.83,72.59,0,no
1626,65.04,1,robot,Equipo A,8.58,72.64,0,no
1626,65.04,2,robot,Equipo A,21.22,38.11,10355,no
1626,65.04,3,robot,Equipo B,154.13,67.31,7097,no
1626,65.04,4,robot,Equipo B,164.66,70.89,0,no
1626,65.04,0,balon,balon,129.83,72.59,0,no
1627,65.08,1,robot,Equipo A,8.58,72.64,0,no
1627,65.08,2,robot,Equipo A,21.41,40.32,10230,no
1627,65.08,3,robot,Equipo B,154.13,67.31,7097,no
1627,65.08,4,robot,Equipo B,164.66,70.89,0,no
1627,65.08,0,balon,balon,129.83,72.59,0,no
1628,65.12,1,robot,Equipo A,8.58,72.64,0,no
1628,65.12,2,robot,Equipo A,21.62,42.55,10031,no
1628,65.12,3,robot,Equipo B,154.13,67.31,7097,no
1628,65.12,4,robot,Equipo B,164.66,70.89,0,no
1628,65.12,0,balon,balon,129.83,72.59,0,no
1629,65.16,1,robot,Equipo A,8.58,72.64,0,no
1629,65.16,2,robot,Equipo A,21.84,44.81,9798,no
1629,65.16,3,robot,Equipo B,154.13,67.31,7097,no
1629,65.16,4,robot,Equipo B,164.66,70.89,0,no
1629,65.16,0,balon,balon,129.83,72.59,0,no
1630,65.2,1,robot,Equipo A,8.58,72.64,0,no
1630,65.2,2,robot,Equipo A,22.86,46.35,26386,no
1630,65.2,3,robot,Equipo B,154.13,67.31,7248,no
1630,65.2,4,robot,Equipo B,164.66,70.89,0,no
1630,65.2,0,balon,balon,129.83,72.59,0,no
1631,65.24,1,robot,Equipo A,14.12,69.65,16441,no
1631,65.24,2,robot,Equipo A,21.33,43.58,9460,no
1631,65.24,3,robot,Equipo B,154.13,67.31,7248,no
1631,65.24,4,robot,Equipo B,164.66,70.89,0,no
1631,65.24,0,balon,balon,129.83,72.59,0,no
1632,65.28,1,robot,Equipo A,18.38,67.69,16157,no
1632,65.28,2,robot,Equipo A,19.82,41.35,9460,no
1632,65.28,3,robot,Equipo B,154.13,67.31,7248,no
1632,65.28,4,robot,Equipo B,164.66,70.89,0,no
1632,65.28,0,balon,balon,129.83,72.59,0,no
1633,65.32,1,robot,Equipo A,21.68,66.48,15916,no
1633,65.32,2,robot,Equipo A,18.34,39.53,9460,no
1633,65.32,3,robot,Equipo B,154.13,67.31,7248,no
1633,65.32,4,robot,Equipo B,164.66,70.89,0,no
1633,65.32,0,balon,balon,129.83,72.59,0,no
1634,65.36,1,robot,Equipo A,24.27,65.75,15435,no
1634,65.36,2,robot,Equipo A,16.87,38.03,9460,no
1634,65.36,3,robot,Equipo B,154.13,67.31,7248,no
1634,65.36,4,robot,Equipo B,164.66,70.89,0,no
1634,65.36,0,balon,balon,129.83,72.59,0,no
1635,65.4,1,robot,Equipo A,26.52,66.18,21360,no
1635,65.4,2,robot,Equipo A,16.87,38.03,0,no
1635,65.4,3,robot,Equipo B,154.1,67.28,7340,no
1635,65.4,4,robot,Equipo B,164.66,70.89,0,no
1635,65.4,0,balon,balon,129.83,72.59,0,no
1636,65.44,1,robot,Equipo A,28.22,66.75,21234,no
1636,65.44,2,robot,Equipo A,16.87,38.03,0,no
1636,65.44,3,robot,Equipo B,154.07,67.25,7340,no
1636,65.44,4,robot,Equipo B,164.66,70.89,0,no
1636,65.44,0,balon,balon,129.83,72.59,0,no
1637,65.48,1,robot,Equipo A,29.41,67.43,21378,no
1637,65.48,2,robot,Equipo A,16.87,38.03,0,no
1637,65.48,3,robot,Equipo B,154.05,67.23,7340,no
1637,65.48,4,robot,Equipo B,164.66,70.89,0,no
1637,65.48,0,balon,balon,129.83,72.59,0,no
1638,65.52,1,robot,Equipo A,30.24,68.16,21611,no
1638,65.52,2,robot,Equipo A,16.87,38.03,0,no
1638,65.52,3,robot,Equipo B,154.03,67.21,7340,no
1638,65.52,4,robot,Equipo B,164.66,70.89,0,no
1638,65.52,0,balon,balon,129.83,72.59,0,no
1639,65.56,1,robot,Equipo A,30.79,68.92,21396,no
1639,65.56,2,robot,Equipo A,16.87,38.03,0,no
1639,65.56,3,robot,Equipo B,154.02,67.2,7340,no
1639,65.56,4,robot,Equipo B,164.66,70.89,0,no
1639,65.56,0,balon,balon,129.83,72.59,0,no
1640,65.6,1,robot,Equipo A,31.31,69.02,21264,no
1640,65.6,2,robot,Equipo A,16.87,38.03,0,no
1640,65.6,3,robot,Equipo B,154.05,67.23,7096,no
1640,65.6,4,robot,Equipo B,164.66,70.89,0,no
1640,65.6,0,balon,balon,129.83,72.59,0,no
1641,65.64,1,robot,Equipo A,31.74,69.03,21042,no
1641,65.64,2,robot,Equipo A,16.87,38.03,0,no
1641,65.64,3,robot,Equipo B,154.07,67.25,7096,no
1641,65.64,4,robot,Equipo B,164.66,70.89,0,no
1641,65.64,0,balon,balon,129.83,72.59,0,no
1642,65.68,1,robot,Equipo A,32.09,68.92,20846,no
1642,65.68,2,robot,Equipo A,16.87,38.03,0,no
1642,65.68,3,robot,Equipo B,154.08,67.26,7096,no
1642,65.68,4,robot,Equipo B,164.66,70.89,0,no
1642,65.68,0,balon,balon,129.83,72.59,0,no
1643,65.72,1,robot,Equipo A,32.39,68.74,20810,no
1643,65.72,2,robot,Equipo A,16.87,38.03,0,no
1643,65.72,3,robot,Equipo B,154.1,67.28,7096,no
1643,65.72,4,robot,Equipo B,164.66,70.89,0,no
1643,65.72,0,balon,balon,129.83,72.59,0,no
1644,65.76,1,robot,Equipo A,32.65,68.49,20813,no
1644,65.76,2,robot,Equipo A,16.87,38.03,0,no
1644,65.76,3,robot,Equipo B,154.1,67.28,7096,no
1644,65.76,4,robot,Equipo B,164.66,70.89,0,no
1644,65.76,0,balon,balon,129.83,72.59,0,no
1645,65.8,1,robot,Equipo A,32.77,68.59,20711,no
1645,65.8,2,robot,Equipo A,16.87,38.03,0,no
1645,65.8,3,robot,Equipo B,154.11,67.29,7080,no
1645,65.8,4,robot,Equipo B,164.66,70.89,0,no
1645,65.8,0,balon,balon,129.83,72.59,0,no
1646,65.84,1,robot,Equipo A,32.87,68.74,20611,no
1646,65.84,2,robot,Equipo A,16.87,38.03,0,no
1646,65.84,3,robot,Equipo B,154.12,67.3,7080,no
1646,65.84,4,robot,Equipo B,164.66,70.89,0,no
1646,65.84,0,balon,balon,129.83,72.59,0,no
1647,65.88,1,robot,Equipo A,32.94,68.93,20718,no
1647,65.88,2,robot,Equipo A,16.87,38.03,0,no
1647,65.88,3,robot,Equipo B,154.12,67.3,7080,no
1647,65.88,4,robot,Equipo B,164.66,70.89,0,no
1647,65.88,0,balon,balon,129.83,72.59,0,no
1648,65.92,1,robot,Equipo A,32.99,69.14,20834,no
1648,65.92,2,robot,Equipo A,16.87,38.03,0,no
1648,65.92,3,robot,Equipo B,154.12,67.3,7080,no
1648,65.92,4,robot,Equipo B,164.66,70.89,0,no
1648,65.92,0,balon,balon,129.83,72.59,0,no
1649,65.96,1,robot,Equipo A,33.0,69.37,21166,no
1649,65.96,2,robot,Equipo A,16.87,38.03,0,no
1649,65.96,3,robot,Equipo B,154.12,67.3,7080,no
1649,65.96,4,robot,Equipo B,164.66,70.89,0,no
1649,65.96,0,balon,balon,129.83,72.59,0,no
1650,66.0,1,robot,Equipo A,32.96,69.22,21062,no
1650,66.0,2,robot,Equipo A,16.87,38.03,0,no
1650,66.0,3,robot,Equipo B,154.13,67.31,7121,no
1650,66.0,4,robot,Equipo B,164.66,70.89,0,no
1650,66.0,0,balon,balon,129.83,72.59,0,no
1651,66.04,1,robot,Equipo A,32.87,68.96,21488,no
1651,66.04,2,robot,Equipo A,16.87,38.03,0,no
1651,66.04,3,robot,Equipo B,154.13,67.31,7121,no
1651,66.04,4,robot,Equipo B,164.66,70.89,0,no
1651,66.04,0,balon,balon,129.83,72.59,0,no
1652,66.08,1,robot,Equipo A,32.51,68.55,18308,no
1652,66.08,2,robot,Equipo A,16.87,38.03,0,no
1652,66.08,3,robot,Equipo B,154.13,67.31,7121,no
1652,66.08,4,robot,Equipo B,164.66,70.89,0,no
1652,66.08,0,balon,balon,129.83,72.59,0,no
1653,66.12,1,robot,Equipo A,33.98,69.25,9046,no
1653,66.12,2,robot,Equipo A,18.25,43.72,7830,no
1653,66.12,3,robot,Equipo B,154.13,67.31,7121,no
1653,66.12,4,robot,Equipo B,164.66,70.89,0,no
1653,66.12,0,balon,balon,129.83,72.59,0,no
1654,66.16,1,robot,Equipo A,35.08,69.7,9046,no
1654,66.16,2,robot,Equipo A,18.89,47.56,6902,no
1654,66.16,3,robot,Equipo B,154.13,67.31,7121,no
1654,66.16,4,robot,Equipo B,164.66,70.89,0,no
1654,66.16,0,balon,balon,129.83,72.59,0,no
1655,66.2,1,robot,Equipo A,35.56,69.97,14034,no
1655,66.2,2,robot,Equipo A,19.27,50.3,6961,no
1655,66.2,3,robot,Equipo B,154.13,67.31,7152,no
1655,66.2,4,robot,Equipo B,164.66,70.89,0,no
1655,66.2,0,balon,balon,129.83,72.59,0,no
1656,66.24,1,robot,Equipo A,35.84,70.21,14034,no
1656,66.24,2,robot,Equipo A,19.66,52.64,7221,no
1656,66.24,3,robot,Equipo B,154.13,67.31,7152,no
1656,66.24,4,robot,Equipo B,164.66,70.89,0,no
1656,66.24,0,balon,balon,129.83,72.59,0,no
1657,66.28,1,robot,Equipo A,34.78,69.63,21088,no
1657,66.28,2,robot,Equipo A,19.66,52.64,0,no
1657,66.28,3,robot,Equipo B,154.13,67.31,7152,no
1657,66.28,4,robot,Equipo B,164.66,70.89,0,no
1657,66.28,0,balon,balon,129.83,72.59,0,no
1658,66.32,1,robot,Equipo A,34.16,69.41,19588,no
1658,66.32,2,robot,Equipo A,19.66,52.64,0,no
1658,66.32,3,robot,Equipo B,154.13,67.31,7152,no
1658,66.32,4,robot,Equipo B,164.66,70.89,0,no
1658,66.32,0,balon,balon,129.83,72.59,0,no
1659,66.36,1,robot,Equipo A,33.76,69.39,18700,no
1659,66.36,2,robot,Equipo A,19.66,52.64,0,no
1659,66.36,3,robot,Equipo B,154.13,67.31,7152,no
1659,66.36,4,robot,Equipo B,164.66,70.89,0,no
1659,66.36,0,balon,balon,129.83,72.59,0,no
1660,66.4,1,robot,Equipo A,33.75,69.23,19391,no
1660,66.4,2,robot,Equipo A,19.66,52.64,0,no
1660,66.4,3,robot,Equipo B,154.13,67.31,7091,no
1660,66.4,4,robot,Equipo B,164.66,70.89,0,no
1660,66.4,0,balon,balon,129.83,72.59,0,no
1661,66.44,1,robot,Equipo A,33.81,69.08,19398,no
1661,66.44,2,robot,Equipo A,19.66,52.64,0,no
1661,66.44,3,robot,Equipo B,154.13,67.31,7091,no
1661,66.44,4,robot,Equipo B,164.66,70.89,0,no
1661,66.44,0,balon,balon,129.83,72.59,0,no
1662,66.48,1,robot,Equipo A,33.9,68.93,19400,no
1662,66.48,2,robot,Equipo A,19.66,52.64,0,no
1662,66.48,3,robot,Equipo B,154.13,67.31,7091,no
1662,66.48,4,robot,Equipo B,164.66,70.89,0,no
1662,66.48,0,balon,balon,129.83,72.59,0,no
1663,66.52,1,robot,Equipo A,34.03,68.77,19534,no
1663,66.52,2,robot,Equipo A,19.66,52.64,0,no
1663,66.52,3,robot,Equipo B,154.13,67.31,7091,no
1663,66.52,4,robot,Equipo B,164.66,70.89,0,no
1663,66.52,0,balon,balon,129.83,72.59,0,no
1664,66.56,1,robot,Equipo A,34.16,68.63,19561,no
1664,66.56,2,robot,Equipo A,19.66,52.64,0,no
1664,66.56,3,robot,Equipo B,154.13,67.31,7091,no
1664,66.56,4,robot,Equipo B,164.66,70.89,0,no
1664,66.56,0,balon,balon,129.83,72.59,0,no
1665,66.6,1,robot,Equipo A,34.09,68.62,19416,no
1665,66.6,2,robot,Equipo A,19.66,52.64,0,no
1665,66.6,3,robot,Equipo B,154.13,67.31,7113,no
1665,66.6,4,robot,Equipo B,164.66,70.89,0,no
1665,66.6,0,balon,balon,129.83,72.59,0,no
1666,66.64,1,robot,Equipo A,34.03,68.69,19182,no
1666,66.64,2,robot,Equipo A,19.66,52.64,0,no
1666,66.64,3,robot,Equipo B,154.13,67.31,7113,no
1666,66.64,4,robot,Equipo B,164.66,70.89,0,no
1666,66.64,0,balon,balon,129.83,72.59,0,no
1667,66.68,1,robot,Equipo A,33.92,68.78,19035,no
1667,66.68,2,robot,Equipo A,19.66,52.64,0,no
1667,66.68,3,robot,Equipo B,154.13,67.31,7113,no
1667,66.68,4,robot,Equipo B,164.66,70.89,0,no
1667,66.68,0,balon,balon,129.83,72.59,0,no
1668,66.72,1,robot,Equipo A,33.83,68.88,18862,no
1668,66.72,2,robot,Equipo A,19.66,52.64,0,no
1668,66.72,3,robot,Equipo B,154.13,67.31,7113,no
1668,66.72,4,robot,Equipo B,164.66,70.89,0,no
1668,66.72,0,balon,balon,129.83,72.59,0,no
1669,66.76,1,robot,Equipo A,33.73,68.99,18733,no
1669,66.76,2,robot,Equipo A,19.66,52.64,0,no
1669,66.76,3,robot,Equipo B,154.13,67.31,7113,no
1669,66.76,4,robot,Equipo B,164.66,70.89,0,no
1669,66.76,0,balon,balon,129.83,72.59,0,no
1670,66.8,1,robot,Equipo A,33.83,68.9,19135,no
1670,66.8,2,robot,Equipo A,19.66,52.64,0,no
1670,66.8,3,robot,Equipo B,154.13,67.31,7110,no
1670,66.8,4,robot,Equipo B,164.66,70.89,0,no
1670,66.8,0,balon,balon,129.83,72.59,0,no
1671,66.84,1,robot,Equipo A,33.91,68.79,19233,no
1671,66.84,2,robot,Equipo A,19.66,52.64,0,no
1671,66.84,3,robot,Equipo B,154.13,67.31,7110,no
1671,66.84,4,robot,Equipo B,164.66,70.89,0,no
1671,66.84,0,balon,balon,129.83,72.59,0,no
1672,66.88,1,robot,Equipo A,33.97,68.64,19356,no
1672,66.88,2,robot,Equipo A,19.66,52.64,0,no
1672,66.88,3,robot,Equipo B,154.13,67.31,7110,no
1672,66.88,4,robot,Equipo B,164.66,70.89,0,no
